study_accession	verdict	confidence	body_site_signal	evidence	reasoning	host_species	n_samples	library_source	library_strategy	paper_title	tier
PRJNA1003305	GUT_WGS	high	explicit	Biome label: 'mouse gut metagenome'; Isolation source: 'Gut'; library_source: 'OTHER (METAGENOMIC=community DNA)'; library_strategy: 'OTHER (WGS or METAGENOMIC = shotgun)'	Multiple explicit sources confirm shotgun metagenomic sequencing of mouse gut microbiome: the biome label directly states 'gut metagenome', isolation source is 'Gut', and library metadata indicates metagenomic community DNA analysis.	Mice	6	OTHER	OTHER	Comprehensive analysis of the gut microbiome and post-translational modifications elucidates the route involved in microbiota-host interactions.	CONFIRMED_GUT
PRJNA972719	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	AMPLICON sequencing strategy indicates 16S rRNA gene amplification, not shotgun metagenomics, despite the gut biome label and isolation source descriptions.	Bathycoelia distincta	68	GENOMIC	AMPLICON	Pantoea bathycoeliae sp. nov and Sodalis sp. are core gut microbiome symbionts of the two-spotted stink bug.	EXCLUDED
PRJNA987703	GUT_WGS	high	explicit	Isolation source: 'adult insect midgut'; ENA study title: 'MIMS Environmental/Metagenome sample from insect gut metagenome'; Biome label: 'insect gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'	Multiple explicit statements confirm shotgun metagenomic sequencing (WGS + METAGENOMIC library source) of an animal gut site (midgut of Bathycoelia distincta, a stink bug insect).	Bathycoelia distincta	1	METAGENOMIC	WGS	Pantoea bathycoeliae sp. nov and Sodalis sp. are core gut microbiome symbionts of the two-spotted stink bug.	CONFIRMED_GUT
PRJNA970480	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly listed as AMPLICON, which indicates 16S amplicon sequencing rather than shotgun metagenomic sequencing (WGS), despite the metagenomic biome label and fecal body site.	dairy cattle	30	METAGENOMIC	AMPLICON	Fecal microbial gene transfer contributes to the high-grain diet-induced augmentation of aminoglycoside resistance in dairy cattle.	EXCLUDED
PRJNA809764	GUT_WGS	medium	inferred	Paper title: 'Rapid intestinal and systemic metabolic reprogramming in an immunosuppressed environment'; Host organism: Mus musculus; library_source: METAGENOMIC; library_strategy: WGS	The paper title explicitly mentions 'intestinal' metabolic reprogramming, the library strategy is WGS (shotgun), and library source is METAGENOMIC, but the structured metadata fields (Host body site, Isolation source) are empty, so body site must be inferred from the title rather than explicitly stated in the study record.	Mus musculus	132	METAGENOMIC	WGS	Rapid intestinal and systemic metabolic reprogramming in an immunosuppressed environment.	CONFIRMED_GUT
PRJNA886985	GUT_WGS	high	explicit	ENA study title: 'Metagenome or environmental sample from mouse gut metagenome'; Biome label: 'mouse gut metagenome'; Sample title: 'Metagenome or environmental sample from mouse gut metagenome'; library_strategy: WGS	Multiple explicit fields identify this as shotgun metagenomics (WGS) of mouse gut, with consistent terminology across study title, biome label, and sample description.	mouse	167	GENOMIC	WGS	A metagenomic analysis for combination therapy of multiple classes of antibiotics on the prevention of the spread of antibiotic-resistant genes.	CONFIRMED_GUT
PRJNA951774	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study used AMPLICON sequencing (16S), not shotgun/WGS metagenomic sequencing, so it does not meet the WGS metagenomic requirement despite explicit gut body site signals.		1	METAGENOMIC	AMPLICON	Effect of a Co-Feed Liquid Whey-Integrated Diet on Crossbred Pigs' Fecal Microbiota.	EXCLUDED
PRJNA875084	GUT_WGS	high	explicit	Paper title explicitly states 'gut microbiome of the domestic ferret'; library_source='METAGENOMIC'; library_strategy='WGS'; host organism='Mustela putorius' (domestic ferret)	The paper title explicitly identifies this as a gut microbiome study using shotgun metagenomics (WGS) of an animal host (ferret).	Mustela putorius	3	METAGENOMIC	WGS	Twenty-five metagenome-assembled genomes recovered from the gut microbiome of the domestic ferret, Mustela putorius.	CONFIRMED_GUT
PRJNA947945	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study used AMPLICON sequencing (16S), not shotgun/WGS metagenomic sequencing, despite the gut body site being explicitly stated.	Monkeys	30	METAGENOMIC	AMPLICON	Human Disturbance Increases Health Risks to Golden Snub-Nosed Monkeys and the Transfer Risk of Pathogenic Antibiotic-Resistant Bacteria from Golden Snub-Nosed Monkeys to Humans.	EXCLUDED
PRJNA947971	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	This is an AMPLICON study (16S/marker gene sequencing), not a shotgun metagenomic (WGS) study, as explicitly stated in the library_strategy field.	Monkeys	103	METAGENOMIC	AMPLICON	Human Disturbance Increases Health Risks to Golden Snub-Nosed Monkeys and the Transfer Risk of Pathogenic Antibiotic-Resistant Bacteria from Golden Snub-Nosed Monkeys to Humans.	EXCLUDED
PRJNA951203	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON; Sample titles explicitly state 'full-length 16S rRNA'; isolation_source: gut	This is a 16S rRNA amplicon study (AMPLICON strategy, not WGS/METAGENOMIC shotgun), which excludes it from the GUT_WGS category despite the explicit gut body site and animal host.	Mus musculus	24	OTHER	AMPLICON	Angelica polysaccharides relieve blood glucose levels in diabetic KKAy mice possibly by modulating gut microbiota: an integrated gut microbiota and metabolism analysis.	EXCLUDED
PRJNA983257	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study used AMPLICON sequencing (16S), not shotgun/WGS metagenomics, so it does not qualify as a WGS metagenomic study regardless of the gut body site.	Synchalara rhombota	30	METAGENOMIC	AMPLICON	Diversity and Abundance of Bacterial and Fungal Communities Inhabiting Camellia sinensis Leaf, Rhizospheric Soil, and Gut of Agriophara rhombata.	EXCLUDED
PRJNA791189	UNCERTAIN	low	explicit	Biome label explicitly states 'gut metagenome'; library_source is 'METAGENOMIC'; however library_strategy is listed as 'RNA-Seq' which contradicts shotgun metagenomic DNA sequencing	The biome label and library_source support GUT_WGS classification, but library_strategy 'RNA-Seq' is inconsistent with WGS/shotgun metagenomics (which should be WGS or METAGENOMIC strategy), creating a critical data conflict that cannot be resolved without additional information.	Mus musculus	71	METAGENOMIC	RNA-Seq	Metagenomic signatures reveal the key role of phloretin in amelioration of gut dysbiosis attributed to metabolic dysfunction-associated fatty liver disease by time-dependent modulation of gut microbiome.	REVIEW
PRJNA955791	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, which indicates 16S/marker-gene sequencing rather than shotgun metagenomics (WGS), despite the gut metagenome biome label and metagenomic library_source.	Canthon cyanellus	42	METAGENOMIC	AMPLICON	Influence of phylogenetic, environmental, and behavioral factors on the gut bacterial community structure of dung beetles (Scarabaeidae: Scarabaeinae) in a Neotropical Biosphere Reserve.	EXCLUDED
PRJNA935534	GUT_WGS	high	explicit	Paper title states 'neonatal calf faecal microbiome'; biome label 'gut metagenome'; library_source 'METAGENOMIC'; host 'Bos taurus' (cattle)	Faecal sampling of calf gut microbiome using metagenomic sequencing is explicitly stated in the paper title and biome label, meeting all criteria for shotgun metagenomic study of animal gut microbiome.	Bos taurus	60	METAGENOMIC	OTHER	Specific pathway abundances in the neonatal calf faecal microbiome are associated with susceptibility to Cryptosporidium parvum infection: a metagenomic analysis.	CONFIRMED_GUT
PRJNA844538	UNCERTAIN	low	mixed	Isolation source lists 'Gammarus gut' alongside 'Wastewater effluent; biofilm; river water; sediment'; study title indicates 'river habitats' focus; library_strategy=WGS and library_source=METAGENOMIC confirm shotgun metagenomic method.	While 'Gammarus gut' appears in isolation sources and the method is shotgun metagenomics, the study design spans multiple environmental habitats (wastewater, biofilm, river water, sediment), making it unclear whether the primary research question or majority of samples target the Gammarus gut microbiome or whether gut samples are only a subset of a broader environmental comparison study.		174	METAGENOMIC	WGS	Differential effects of wastewater treatment plant effluents on the antibiotic resistomes of diverse river habitats.	REVIEW
PRJNA843204	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, which indicates 16S rRNA gene amplicon sequencing, not shotgun metagenomics (WGS/METAGENOMIC strategy), despite the gut origin being clearly stated.	Equus asinus	48	METAGENOMIC	AMPLICON	Analysis of gut microbiota in chinese donkey in different regions using metagenomic sequencing.	EXCLUDED
PRJNA942254	GUT_WGS	high	explicit	Biome label: 'gut metagenome'; Isolation source: 'feces'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'	Shotgun metagenomic study (WGS + METAGENOMIC) explicitly labeled as gut metagenome with fecal isolation source from animal hosts.	Proteles cristata	33	METAGENOMIC	WGS	Metagenomics uncovers dietary adaptations for chitin digestion in the gut microbiota of convergent myrmecophagous mammals.	CONFIRMED_GUT
PRJNA727483	UNCERTAIN	low	none	library_source: GENOMIC; library_strategy: WGS; host organism and body site fields are empty; paper title mentions 'hologenome' and 'microbiome' but no body site is specified	While the study involves Daphnia magna and references microbiome, the library_source is labeled GENOMIC (not METAGENOMIC), body site is not stated, and it is unclear whether this is whole-organism metagenomic DNA or host genome sequencing; insufficient evidence to classify as gut metagenomic versus other type of study.	Not applicable	11	GENOMIC	WGS	The hologenome of Daphnia magna reveals possible DNA methylation and microbiome-mediated evolution of the host genome.	REVIEW
PRJNA777104	NOT_METAGENOMIC	high	none	library_source: TRANSCRIPTOMIC; library_strategy: RNA-Seq	This is a transcriptomic study (RNA-Seq) of Daphnia magna, not shotgun metagenomic sequencing of community DNA, and no gut body site is specified.	Not applicable	1000	TRANSCRIPTOMIC	RNA-Seq	The hologenome of Daphnia magna reveals possible DNA methylation and microbiome-mediated evolution of the host genome.	EXCLUDED
PRJNA906625	GUT_WGS	high	explicit	Biome label: 'invertebrate gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'Hi-C' (shotgun approach); host organism: 'Daphnia magna' (animal)	The biome label explicitly identifies this as a gut metagenome, the library source confirms metagenomic (community DNA), and Hi-C represents a shotgun sequencing strategy applied to an animal host.	Daphnia magna	1	METAGENOMIC	Hi-C	The hologenome of Daphnia magna reveals possible DNA methylation and microbiome-mediated evolution of the host genome.	CONFIRMED_GUT
PRJNA991497	NOT_METAGENOMIC	high	none	library_source: GENOMIC (not METAGENOMIC); library_strategy: ATAC-seq (not WGS or METAGENOMIC); sample titles indicate ATAC-Seq, RNA-Seq, and WGBS methods on Daphnia magna, which are single-organism analysis techniques, not shotgun metagenomics	This study uses GENOMIC library source with ATAC-seq/RNA-seq/WGBS strategies to analyze the Daphnia magna host genome and transcriptome, not shotgun metagenomic sequencing of a microbial community.	Daphnia magna	3	GENOMIC	ATAC-seq	The hologenome of Daphnia magna reveals possible DNA methylation and microbiome-mediated evolution of the host genome.	EXCLUDED
PRJNA641245	GUT_WGS	high	explicit	Paper title: 'An Immobilized Form of a Blend of Essential Oils Improves the Density of Beneficial Bacteria, in Addition to Suppressing Pathogens in the Gut and Also Improves the Performance of Chicken Breeding.' ENA study title: 'Metagenome or environmental sample from gut metagenome'. Biome label: 'gut metagenome'. Library_strategy: 'WGS'. Library_source: 'GENOMIC (METAGENOMIC)'.	Multiple explicit statements confirm gut metagenome sampling (paper title, ENA study title, biome label) combined with WGS shotgun metagenomic sequencing strategy on chicken, a documented animal host.	breed2	24	GENOMIC	WGS	An Immobilized Form of a Blend of Essential Oils Improves the Density of Beneficial Bacteria, in Addition to Suppressing Pathogens in the Gut and Also Improves the Performance of Chicken Breeding.	CONFIRMED_GUT
PRJNA956982	GUT_WGS	high	explicit	Isolation source: 'feces'; ENA study title: 'Metagenome or environmental sample from bovine gut metagenome'; Biome label: 'bovine gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'	Multiple explicit statements confirm shotgun metagenomic sequencing (WGS + METAGENOMIC library source) of bovine fecal samples, which is a standard gut-proxy for cattle.	Bos taurus	19	METAGENOMIC	WGS	Metagenomic and metabolomic analyses reveal the role of gut microbiome-associated metabolites in diarrhea calves.	CONFIRMED_GUT
PRJNA687506	NOT_GUT	high	explicit	Paper title: 'Characterization of the pig lower respiratory tract antibiotic resistome.' ENA study titles contain 'BAL' (bronchoalveolar lavage) and 'UA' (upper airway), both respiratory tract samples, not gut.	This is shotgun metagenomic data (WGS, GENOMIC library_source), but from respiratory tract samples (BAL, upper airway) of pigs, not from gut/intestinal/fecal sites.	Homo sapiens	185	GENOMIC	WGS	Characterization of the pig lower respiratory tract antibiotic resistome.	EXCLUDED
PRJNA911158	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	AMPLICON sequencing (16S) is explicitly stated, not shotgun metagenomics, disqualifying this from GUT_WGS classification regardless of body site.	Sample31	1	METAGENOMIC	AMPLICON	Comparison of the Faecal Microbiota Composition Following a Dairy By-Product Supplemented Diet in Nero Siciliano and Large White × Landrace Pig Breeds.	EXCLUDED
PRJNA861719	GUT_WGS	high	explicit	Isolation source(s): 'cecum; feces'; ENA study title: 'Metagenome or environmental sample from gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'; Paper title explicitly states 'quail gut microbiome'; Biome label: 'gut metagenome'	Multiple explicit statements confirm shotgun metagenomics (WGS + METAGENOMIC) of gut microbiome from an animal (quail/Coturnix) with gut-proxy sampling sites (cecum and feces).	Coturnix	30	METAGENOMIC	WGS	A catalog of microbial genes and metagenome-assembled genomes from the quail gut microbiome.	CONFIRMED_GUT
PRJNA933524	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study uses AMPLICON sequencing strategy (16S rRNA), not shotgun/WGS metagenomics, despite the metagenomic biome label and explicit gut body site identification.		29	METAGENOMIC	AMPLICON	Spatial and Sexual Divergence of Gut Bacterial Communities in Field Cricket Teleogryllus occipitalis (Orthoptera: Gryllidae).	EXCLUDED
PRJNA930167	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study used AMPLICON sequencing (16S, not shotgun), which disqualifies it from WGS/shotgun metagenomic classification despite the gut/fecal context and METAGENOMIC library_source label.	Mus musculus	131	METAGENOMIC	AMPLICON	In vitro adhesion, pilus expression, and in vivo amelioration of antibiotic-induced microbiota disturbance by Bifidobacterium spp. strains from fecal donors.	EXCLUDED
PRJNA678759	NOT_METAGENOMIC	high	none	library_source: TRANSCRIPTOMIC; library_strategy: RNA-Seq	This is a transcriptomic study (RNA-Seq) of host gene expression, not a shotgun metagenomic study of microbial community DNA, despite the paper title mentioning 'gut microbiome' analysis.	Gallus gallus	9	TRANSCRIPTOMIC	RNA-Seq	Comprehensive analysis of gut microbiome and host transcriptome in chickens after Eimeria tenella infection.	EXCLUDED
PRJNA938989	GUT_WGS	high	explicit	isolation source: 'fish gut'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'; paper title mentions 'intestinal microbiota'	The isolation source explicitly states 'fish gut', the library source is METAGENOMIC, and the library strategy is WGS (shotgun), confirming this is a shotgun metagenomics study of an animal gut microbiome.	Acinetobacter baumannii	41	METAGENOMIC	WGS	Population response of intestinal microbiota to acute Vibrio alginolyticus infection in half-smooth tongue sole (Cynoglossus semilaevis).	CONFIRMED_GUT
PRJNA902833	GUT_WGS	high	explicit	ENA study title: 'mouse gut metagenome'; Biome label: 'mouse gut metagenome'; Sample title: 'mouse gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'; Paper title explicitly mentions 'Gut microbiome'	Multiple explicit statements confirm shotgun metagenomic sequencing of mouse gut microbiome, including study title, biome labels, and paper title all citing 'gut metagenome'.	Mus musculus	32	METAGENOMIC	WGS	Gut microbiome determines therapeutic effects of OCA on NAFLD by modulating bile acid metabolism.	CONFIRMED_GUT
PRJNA916642	GUT_WGS	high	explicit	ENA study title: 'gut metagenome'; Biome label: 'gut metagenome'; Sample titles: 'gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'POOLCLONE' (shotgun sequencing); Host: Hippocampus abdominalis (big-belly seahorse, an animal); Paper title indicates intestinal microbiome analysis.	Multiple explicit statements confirm this is shotgun metagenomic sequencing of gut microbiota from an animal host.	Hippocampus abdominalis	12	METAGENOMIC	POOLCLONE	Edwardsiella piscicida infection reshapes the intestinal microbiome and metabolome of big-belly seahorses: mechanistic insights of synergistic actions of virulence factors.	CONFIRMED_GUT
PRJNA909483	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	AMPLICON sequencing (16S) is not shotgun metagenomics, regardless of the paper title mentioning fecal microbiota.	Homo sapiens	1	METAGENOMIC	AMPLICON	Influence of olive cake dietary supplementation on fecal microbiota of dairy cows.	EXCLUDED
PRJEB56262	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	AMPLICON sequencing (16S) is explicitly stated, not shotgun/WGS metagenomic sequencing, so this does not qualify as a shotgun metagenomic study regardless of host or body site.	Deroceras reticulatum	24	METAGENOMIC	AMPLICON	A parasitic nematode induces dysbiosis in susceptible but not resistant gastropod hosts.	EXCLUDED
PRJNA938155	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	Although the study is explicitly about gut microbiota (title mentions 'Gut Microbiota', isolation_source lists 'lower gut'), the library_strategy is AMPLICON, which indicates 16S/targeted amplicon sequencing rather than shotgun metagenomics (WGS/METAGENOMIC), disqualifying it from the GUT_WGS category.	Gallus gallus domesticus	100	METAGENOMIC	AMPLICON	The Gut Microbiota of Broilers Reared with and without Antibiotic Treatment.	EXCLUDED
PRJEB42313	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study used AMPLICON sequencing (16S), not shotgun/WGS metagenomics, despite sampling gut sites (intestine, esophagus, stomach) of a sea urchin.		54	METAGENOMIC	AMPLICON	Spatial Succession Underlies Microbial Contribution to Food Digestion in the Gut of an Algivorous Sea Urchin.	EXCLUDED
PRJNA922612	UNCERTAIN	low	inferred	library_source: METATRANSCRIPTOMIC; library_strategy: OTHER; Paper title mentions 'earthworm intestinal viromes'; biome label: 'invertebrate metagenome'	While the paper title explicitly mentions 'earthworm intestinal viromes' suggesting gut sampling, the library_source is METATRANSCRIPTOMIC (not METAGENOMIC) and library_strategy is OTHER (not WGS/METAGENOMIC), which contradict the shotgun metagenomics requirement for GUT_WGS classification; insufficient metadata to confirm this is shotgun community DNA sequencing rather than RNA or another method.	earthworm1	25	METATRANSCRIPTOMIC	OTHER	Benzo[a]pyrene stress impacts adaptive strategies and ecological functions of earthworm intestinal viromes.	REVIEW
PRJNA903526	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON (not WGS/METAGENOMIC), which indicates 16S amplicon sequencing rather than shotgun metagenomic sequencing, regardless of the gut origin.	Cyprinus carpio	46	METAGENOMIC	AMPLICON	Gut microbiota of two invasive fishes respond differently to temperature.	EXCLUDED
PRJNA903555	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, not WGS/METAGENOMIC shotgun sequencing, which disqualifies this from GUT_WGS classification regardless of the gut body site being explicitly stated.	Micropterus salmoides	45	METAGENOMIC	AMPLICON	Gut microbiota of two invasive fishes respond differently to temperature.	EXCLUDED
PRJNA944200	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, which indicates 16S rRNA gene sequencing, not shotgun metagenomics (WGS/METAGENOMIC), despite the gut body site being explicitly stated.	Gallus gallus domesticus	56	METAGENOMIC	AMPLICON	Microorganisms Involved in Hydrogen Sink in the Gastrointestinal Tract of Chickens.	EXCLUDED
PRJNA892608	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	Although the study targets chicken gut (duodenum and jejunum are explicit gut sites), the library_strategy is AMPLICON (16S), not WGS/METAGENOMIC shotgun sequencing, disqualifying it from the GUT_WGS category.	Gallus gallus domesticus	192	METAGENOMIC	AMPLICON	Effects of Eimeria acervulina infection on the luminal and mucosal microbiota of the duodenum and jejunum in broiler chickens.	EXCLUDED
PRJNA784655	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	AMPLICON sequencing (16S/ITS) is not shotgun metagenomics, despite fecal origin and metagenomic library source designation.	Mus musculus	84	METAGENOMIC	AMPLICON	Fecal microbiota from MRL/lpr mice exacerbates pristane-induced lupus.	EXCLUDED
PRJNA784741	GUT_WGS	high	explicit	Isolation source(s): feces; Biome label(s): mouse gut metagenome; library_source: METAGENOMIC; Paper title explicitly states 'Fecal microbiota'	Fecal samples from mice with explicit gut metagenome classification and metagenomic library source indicate shotgun metagenomic sequencing of gut microbiota.	Mus musculus	28	METAGENOMIC	OTHER	Fecal microbiota from MRL/lpr mice exacerbates pristane-induced lupus.	CONFIRMED_GUT
PRJNA633772	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is AMPLICON, not WGS or METAGENOMIC, indicating this is 16S amplicon sequencing rather than shotgun metagenomic sequencing, despite the gut body site being explicitly stated.	Labiotermes labralis	7	GENOMIC	AMPLICON	A holobiont approach towards polysaccharide degradation by the highly compartmentalised gut system of the soil-feeding higher termite Labiotermes labralis.	EXCLUDED
PRJNA633837	NOT_METAGENOMIC	high	explicit	library_source: METATRANSCRIPTOMIC; library_strategy: RNA-Seq	This is a metatranscriptomic (RNA-seq) study, not shotgun metagenomics (DNA-based), despite being from a termite gut system.	Labiotermes labralis	6	METATRANSCRIPTOMIC	RNA-Seq	A holobiont approach towards polysaccharide degradation by the highly compartmentalised gut system of the soil-feeding higher termite Labiotermes labralis.	EXCLUDED
PRJNA634022	NOT_METAGENOMIC	high	explicit	library_source: TRANSCRIPTOMIC; library_strategy: RNA-Seq	This is an RNA-Seq transcriptomic study, not shotgun metagenomic DNA sequencing, despite the gut metagenome framing in titles and sample descriptions.	Labiotermes labralis	6	TRANSCRIPTOMIC	RNA-Seq	A holobiont approach towards polysaccharide degradation by the highly compartmentalised gut system of the soil-feeding higher termite Labiotermes labralis.	EXCLUDED
PRJNA635664	GUT_WGS	high	explicit	ENA study title: 'Metagenome or environmental sample from termite gut metagenome'; Biome label: 'termite gut metagenome'; Paper title explicitly mentions 'gut system'; library_source: METAGENOMIC; library_strategy: WGS	Multiple explicit statements confirm this is a shotgun metagenomic study of termite gut microbiome with appropriate molecular methods.	Labiotermes labralis	1	METAGENOMIC	WGS	A holobiont approach towards polysaccharide degradation by the highly compartmentalised gut system of the soil-feeding higher termite Labiotermes labralis.	CONFIRMED_GUT
PRJNA826725	NOT_GUT	high	explicit	Host organism: Gigantidas haimaensis (deep-sea mussel); Isolation source: 'cold seep 1; cold seep 2'; Sample title: 'Metagenome or environmental sample from mollusc metagenome'; Title states 'gut microbiomes of deep-sea cold seep mussels' BUT isolation source explicitly indicates cold seep environment, not gut tissue.	While the paper title mentions 'gut microbiomes,' the isolation source is explicitly 'cold seep' (environmental), and the study is of mussel-associated microbiomes from a deep-sea cold seep habitat rather than isolated gut samples, making this an environmental/host-associated metagenomics study, not a gut-derived metagenomics study.	Gigantidas haimaensis	43	METAGENOMIC	WGS	Changes in community structures and functions of the gut microbiomes of deep-sea cold seep mussels during in situ transplantation experiment.	EXCLUDED
